y,kappa_y,r_ab_y
1.0099999999999998,0.24333243377212607,1.2754925704540303
1.0200000000000005,0.24389999537813864,1.276216696539418
1.0300000000000002,0.24445115128755032,1.2769202847890053
1.04,0.24498634514758566,1.2776038675935222
1.0499999999999998,0.24550601040903128,1.278267966481015
1.0600000000000005,0.24601057045182956,1.278913092159524
1.0700000000000003,0.24650043871644922,1.279539744572613
1.08,0.24697601884041379,1.2801484129667775
1.0899999999999999,0.24743770479940316,1.280739575969795
1.1000000000000005,0.2478858810523769,1.281313701679133
1.1100000000000003,0.2483209226902004,1.2818712477595637
1.12,0.24874319558728664,1.2824126615491862
1.13,0.24915305655579467,1.2829383801730885
1.1399999999999997,0.24955085350195563,1.283448830663926
1.1500000000000004,0.2499369255841256,1.2839444300887342
1.1600000000000001,0.2503116033721875,1.2844255856813218
1.17,0.2506752090079542,1.2848926949796389
1.1799999999999997,0.2510280563662443,1.2853461459675357
1.1900000000000004,0.2513704512163285,1.2857863172203754
1.2000000000000002,0.25170269138346424,1.2862135780539847
1.21,0.2520250669102576,1.2866282886764646
1.2199999999999998,0.25233786021761206,1.2870308003424114
1.2300000000000004,0.25264134626504026,1.2874214555091235
1.2400000000000002,0.2529357927101356,1.2878005879944048
1.25,0.2532214600670148,1.288168523135592
1.2599999999999998,0.25349860186355916,1.2885255779494666
